"","PhysicalDataID","StationCode","Recorder","Field.Check","Crew","SamplingDate","YSI","SamplingTime","WeatherCode","Tide","Microcyst","WaterTemperature","Secchi","EC","SpCnd","pH","DO","Turb","LightData","DriftData","LarvalData","150_ZoopData","50_ZoopData","ChlData","PhytoData","NutrData","EnteredBy","QAQCBy","FieldComments_WQ","DataCorrectionComments","Datetime","Year","Month","SurfaceIRR","Depth1","SubSurfaceIRR1","Depth2","SubSurfaceIRR2","Depth3","SubSurfaceIRR3","Depth4","SubSurfaceIRR4","FieldComments_Light","StationNumber"
"33",1041,"RCS","",FALSE,"BM, MO",2014-10-08,NA,"09:15:00","CLR","",NA,20.7,0.2,533,NA,6.75,7.52,21.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mogaz","","SPCND: 580","",2014-10-08 09:15:00,"2014","10",1656,0.03,1258,0.1,829,0.29,407,1.29,12.24,"","A0D84761435"
"34",1040,"RD22","",FALSE,"MO, BM",2014-10-08,NA,"10:12:00","CLR","",NA,20.7,0.35,597,NA,6.65,5.03,17.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mogaz","","","",2014-10-08 10:12:00,"2014","10",1679,0.06,1215,0.23,820,0.45,413,1.72,16.59,"","A0D84061386"
"35",1044,"I80","",FALSE,"OP, MO, NI",2014-10-21,NA,"10:45:00","CLR","",NA,17.8,NA,542,NA,8.16,7.54,29.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mogaz","","","",2014-10-21 10:45:00,"2014","10",1641.3,0.06,1255,0.17,828,0.35,410,1.24,16.2,"","A0D83441350"
"36",1045,"LIS","",FALSE,"OP, MO, NI",2014-10-21,NA,"11:39:00","CLR","",NA,18.7,NA,260,NA,8.02,6.24,65.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mogaz","","sampled below the fyke due to hyacinth","",2014-10-21 11:39:00,"2014","10",1865,0.09,1394,0.17,935,0.31,457,0.88,18.59,"","B9D82851352"
"37",1042,"RCS","",FALSE,"MO, OP, NI",2014-10-21,NA,"09:12:00","CLD","",NA,17.6,NA,493,NA,7.72,5.86,37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mogaz","","","",2014-10-21 09:12:00,"2014","10",1288,0.05,990,0.1,644,0.21,322,0.89,12.87,"","A0D84761435"
"38",1043,"RD22","",FALSE,"OP, NI, MO",2014-10-21,NA,"09:55:00","CLR","",NA,17.3,NA,568,NA,7.77,5.64,12.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mogaz","","","",2014-10-21 09:55:00,"2014","10",1608.4,0.06,1197,0.15,808,0.44,407,1.9,15.9,"","A0D84061386"
"39",1088,"I80","",FALSE,"JF, JA",2015-08-04,NA,"10:55:00","CLD","",NA,22.57,0.41,718,753,7.72,2.11,19.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","opatton","","",2015-08-04 10:55:00,"2015","8",1407.6,0.11,1058,0.28,705,0.45,350,1.43,14.12,"Intermittent cloud cover","A0D83441350"
"40",1086,"LIS","",FALSE,"JF, JA",2015-08-04,NA,"12:17:00","CLD","",NA,23.2,0.28,270,280,8.04,7.38,58.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"jagundes","opatton","","",2015-08-04 12:17:00,"2015","8",1173.8,0.04,870,0.12,581,0.27,292,0.99,11.73,"","B9D82851352"
"41",1087,"RD22","",FALSE,"JF, JA",2015-08-04,NA,"09:40:00","CLR","",NA,23.07,0.36,1555,1615,7.5,5.9,19.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","opatton","","",2015-08-04 09:40:00,"2015","8",1738.9,0.04,1316,0.22,864,0.4,432,1.22,17.02,"","A0D84061386"
"42",1315,"I80","",FALSE,"NI, JA",2015-08-19,NA,"11:30:00","CLR","",NA,22.4,0.4,930,978,8.08,2.55,74.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"","","","",2015-08-19 11:30:00,"2015","8",1792.2,0.06,1386.9,0.19,892.4,0.39,447.1,1.14,17.85,"","A0D83441350"
"43",1313,"RCS","",FALSE,"NI, JA",2015-08-19,NA,"08:55:00","CLR","",NA,24.95,0.29,698,699,7.76,3.77,38.4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"","","","",2015-08-19 08:55:00,"2015","8",1524,0.04,1142.6,0.13,762.8,0.27,375.9,1.03,15.23,"","A0D84761435"
"44",1314,"RD22","",FALSE,"ni, ja",2015-08-19,NA,"10:35:00","CLR","",NA,25.08,NA,798,799,7.91,1.24,8.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"","","","",2015-08-19 10:35:00,"2015","8",1693.2,0.06,1263.4,0.16,846.9,0.49,423,1.24,16.8,"","A0D84061386"
"45",1107,"I80","",FALSE,"OP, JF",2015-09-02,NA,"10:57:00","CLR","",NA,22.98,0.41,636,662,7.56,3.18,42.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-09-02 10:57:00,"2015","9",2168,0.07,1673,0.26,1088,0.51,542,1.63,21.8,"","A0D83441350"
"46",1106,"LIS","",FALSE,"OP, JF",2015-09-02,NA,"11:49:00","CLR","",NA,22.99,0.3,653,679,7.62,5.18,34.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-09-02 11:49:00,"2015","9",2430,0.07,1828,0.23,1212,0.45,607,1.46,24.12,"","B9D82851352"
"47",1109,"RCS","",FALSE,"OP, JF",2015-09-02,NA,"09:12:00","CLR","",NA,22.86,0.34,578,603,7.07,NA,29.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-09-02 09:12:00,"2015","9",2041,0.05,1528,0.15,1025,0.31,510,1.12,20.49,"","A0D84761435"
"48",1108,"RD22","",FALSE,"OP, JF",2015-09-02,NA,"10:04:00","CLR","",NA,22.23,0.3,605,639,7.71,3.71,31.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-09-02 10:04:00,"2015","9",2198,0.08,1637,0.19,1098,0.34,552,1.12,21.8,"","A0D84061386"
"49",1328,"I80","",FALSE,"NI, JF",2015-09-16,NA,"11:12:00","CLD","",NA,21.06,0.29,587,635,7.72,4.3,27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2015-09-16 11:12:00,"2015","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D83441350"
"50",1329,"RCS","",FALSE,"NI, JF",2015-09-16,NA,"09:50:00","CLD","",NA,21.15,0.36,554,598,7.6,4.64,22.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2015-09-16 09:50:00,"2015","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D84761435"
"51",1327,"RD22","",FALSE,"NI, JF",2015-09-16,NA,"10:30:00","CLD","",NA,20.74,0.2,578,629,7.73,3.37,33.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2015-09-16 10:30:00,"2015","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D84061386"
"52",1130,"I80","",FALSE,"NI, JA",2015-10-02,NA,"11:20:00","CLR","",NA,19.42,0.28,631,707,7.96,5.06,30.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","","","",2015-10-02 11:20:00,"2015","10",1898.2,0.06,1418,0.15,945,0.39,472,1.27,18.5,"","A0D83441350"
"53",1129,"LIS","",FALSE,"NI, JA",2015-10-02,NA,"12:30:00","CLR","",NA,19.79,0.28,634,705,7.83,6.1,40.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-10-02 12:30:00,"2015","10",2167,0.05,1632,0.21,1084,0.41,541,1.27,20.11,"","B9D82851352"
"54",1128,"RCS","",FALSE,"NI, JA",2015-10-02,NA,"08:53:00","CLR","",NA,20.03,0.3,589,650,7.73,4.79,32.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-10-02 08:53:00,"2015","10",1934.4,0.03,1461,0.07,962,0.2,476,0.92,19.5,"","A0D84761435"
"55",1131,"RD22","",FALSE,"NI, JA",2015-10-02,NA,"10:13:00","CLR","",NA,20.1,0.22,701,636,7.92,4.58,38.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","","","",2015-10-02 10:13:00,"2015","10",2145,0.04,1637,0.07,1066,0.35,533,0.94,21.7,"","A0D84061386"
"56",1142,"SHR","",FALSE,"op, ja, ni",2015-10-26,NA,"09:04:00","CLR","",NA,17.26,3,120,140,7.71,9.24,2.6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"jagundes","opatton","","",2015-10-26 09:04:00,"2015","10",843,0.03,625,0.06,419,0.67,210,2.5,72.72,"","A0200000"
"57",1151,"I80","",FALSE,"JA, NI",2015-10-28,NA,"10:19:00","CLD","",NA,17.37,0.33,918,1074,8.15,2.41,19.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-10-28 10:19:00,"2015","10",1298.2,0.03,970,0.05,643,0.08,323,1.23,12.9,"","A0D83441350"
"58",1155,"LIS","",FALSE,"ja, ni",2015-10-28,NA,"11:20:00","CLD","",NA,18.27,0.22,272,312,8.26,6.69,56.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"jagundes","sfogg","","",2015-10-28 11:20:00,"2015","10",859.4,0.05,634,0.08,428,0.27,214,0.97,8.54,"","B9D82851352"
"59",1158,"RCS","",FALSE,"JA, NI",2015-10-28,NA,"08:39:00","CLD","",NA,16.81,0.28,652,772,7.94,5.22,38.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"jagundes","","","",2015-10-28 08:39:00,"2015","10",320.1,0.03,240,0.07,159,0.2,81.5,0.83,3.2,"","A0D84761435"
"60",1150,"RD22","",FALSE,"JA, NI",2015-10-28,NA,"09:25:00","CLD","",NA,17.34,0.25,1018,1193,8.59,9.64,46.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"opatton","jagundes","","",2015-10-28 09:25:00,"2015","10",328.2,0.04,277,0.07,164,0.21,82,0.89,3.3,"","A0D84061386"
"61",1149,"STTD","",FALSE,"ja, mjf, bm",2015-11-10,NA,"08:41:00","CLR","",NA,12.68,0.55,193,258,7.78,9.67,19.5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"jagundes","opatton","Sun Coming Through Trees","",2015-11-10 08:41:00,"2015","11",1329.7,0.08,994,0.11,656,0.19,335,1.43,13.69,"","A0D82120386"
"62",1177,"STTD","",FALSE,"BM, JF, NI",2016-02-29,NA,"13:50:00","CLR","",NA,16,0.21,725,874,7.91,7.53,35.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"jagundes","rfichman","","",2016-02-29 13:50:00,"2016","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D82120386"
"63",1196,"STTD","",FALSE,"RF,NI, JA",2016-04-12,NA,"10:54:00","CLD","",NA,18.8,0.37,641,726,7.9,5.88,30.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"jagundes","rfichman","","",2016-04-12 10:54:00,"2016","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D82120386"
"64",1201,"STTD","",FALSE,"RF, NI, MJF",2016-04-28,NA,"11:40:00","CLR","",NA,18.8,0.21,702,796,8,6.06,48.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"jagundes","rfichman","","",2016-04-28 11:40:00,"2016","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D82120386"
"65",1334,"LIS","",FALSE,"RF, JA",2016-06-20,NA,"09:35:00","CLR","",NA,22.8,0.21,316,330,7.95,6.73,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mfarruggia","prussell","AMBER BOTTLE COLLECTION FOR STEVE SANJULIAN","",2016-06-20 09:35:00,"2016","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"66",1241,"I80","",FALSE,"JF, MF",2016-07-08,NA,"11:39:00","CLR","",NA,21.55,0.18,822,880,8.77,10.26,87.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2016-07-08 11:39:00,"2016","7",2358,0.06,1760,0.14,1172,0.23,589,0.62,23.59,"","A0D83441350"
"67",1242,"LIS","",FALSE,"MJF, Jf",2016-07-08,NA,"12:34:00","CLR","",NA,22.95,0.19,201,210,8.31,7.52,80.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"jagundes","sfogg","","",2016-07-08 12:34:00,"2016","7",2472,0.08,1842,0.23,1235,0.36,620,0.93,23.9,"","B9D82851352"
"68",1239,"RCS","",FALSE,"JF, MJF",2016-07-08,NA,"09:15:00","CLR","",NA,24.56,0.23,932,940,8.01,4.71,28.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2016-07-08 09:15:00,"2016","7",2072,0.05,1530,0.07,1037,0.22,584,0.96,20.4,"","A0D84761435"
"69",1240,"RD22","",FALSE,"JF, MJF",2016-07-08,NA,"10:17:00","CLR","",NA,23.79,0.17,783,802,8.14,5.36,62.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2016-07-08 10:17:00,"2016","7",2215,0.05,1620,0.16,1101,0.25,553,0.72,22.48,"","A0D84061386"
"70",1282,"LIS","",FALSE,"jf, rf",2016-08-03,NA,"14:07:00","CLR","",NA,24.85,0.27,465,466,7.93,7.66,39.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rfichman","mfarruggia","","",2016-08-03 14:07:00,"2016","8",2285,0.04,1719,0.2,1121.1,0.38,571.2,1.1,22.12,"","B9D82851352"
"71",1291,"LIS","",FALSE,"mjf, jf",2016-08-17,NA,"12:24:00","CLR","",NA,23.68,NA,NA,319,8.29,6.2,80.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rfichman","mfarruggia","light attenuation only","",2016-08-17 12:24:00,"2016","8",2137,0.06,1606,0.08,1063,0.29,539,0.82,21.21,"","B9D82851352"
